"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In labor force:","Margin of Error!!Total:!!In labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:","Margin of Error!!Total:!!In labor force:!!Civilian labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Employed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Employed","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Estimate!!Total:!!In labor force:!!Armed Forces","Margin of Error!!Total:!!In labor force:!!Armed Forces","Estimate!!Total:!!Not in labor force","Margin of Error!!Total:!!Not in labor force",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","2888","414","1961","338","1961","338","1961","338","0","13","0","13","927","281",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","3285","650","2643","627","2643","627","2541","622","102","82","0","13","642","151",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","3844","523","2813","534","2813","534","2793","531","20","34","0","13","1031","242",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","3273","526","2160","319","2156","319","2064","272","92","103","4","6","1113","446",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","2169","245","1521","211","1521","211","1455","201","66","57","0","13","648","196",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","3207","464","2479","487","2479","487","2206","483","273","168","0","13","728","196",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","5457","938","3568","576","3568","576","3366","559","202","115","0","18","1889","567",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","658","76","408","89","408","89","382","91","26","31","0","13","250","75",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","3497","438","2465","311","2465","311","2399","308","66","66","0","13","1032","262",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","3883","575","2187","366","2187","366","1937","357","250","196","0","13","1696","423",
"1400000US18097310204","Census Tract 3102.04; Marion County; Indiana","4272","701","3357","668","3332","669","3058","629","274","138","25","40","915","223",
"1400000US18097310305","Census Tract 3103.05; Marion County; Indiana","4542","686","3377","395","3377","395","3206","394","171","131","0","18","1165","437",
"1400000US18097310306","Census Tract 3103.06; Marion County; Indiana","5521","1124","4046","854","4046","854","3712","760","334","255","0","18","1475","633",
"1400000US18097310308","Census Tract 3103.08; Marion County; Indiana","2642","397","1907","324","1907","324","1813","301","94","61","0","13","735","287",
"1400000US18097310309","Census Tract 3103.09; Marion County; Indiana","2553","365","1713","290","1713","290","1648","276","65","77","0","13","840","290",
"1400000US18097310310","Census Tract 3103.10; Marion County; Indiana","4233","826","2623","507","2623","507","2533","486","90","68","0","18","1610","684",
"1400000US18097310311","Census Tract 3103.11; Marion County; Indiana","4827","832","2945","577","2938","578","2701","472","237","183","7","13","1882","456",
"1400000US18097310312","Census Tract 3103.12; Marion County; Indiana","4496","525","3123","478","3123","478","2917","501","206","159","0","18","1373","309",
"1400000US18097320105","Census Tract 3201.05; Marion County; Indiana","3543","495","2398","433","2398","433","2275","390","123","96","0","13","1145","260",
"1400000US18097320106","Census Tract 3201.06; Marion County; Indiana","2537","771","1661","776","1661","776","1276","346","385","486","0","13","876","130",
"1400000US18097320107","Census Tract 3201.07; Marion County; Indiana","1705","304","1198","242","1198","242","1190","243","8","8","0","13","507","123",
"1400000US18097320108","Census Tract 3201.08; Marion County; Indiana","3815","452","2937","559","2937","559","2765","553","172","138","0","18","878","264",
"1400000US18097320109","Census Tract 3201.09; Marion County; Indiana","2214","373","1357","372","1353","372","1333","371","20","22","4","9","857","143",
"1400000US18097320202","Census Tract 3202.02; Marion County; Indiana","4737","625","3190","575","3183","575","3112","575","71","60","7","13","1547","295",
"1400000US18097320203","Census Tract 3202.03; Marion County; Indiana","2464","293","1827","253","1827","253","1777","259","50","45","0","13","637","168",
"1400000US18097320205","Census Tract 3202.05; Marion County; Indiana","1733","232","1539","237","1539","237","1466","254","73","64","0","13","194","93",
"1400000US18097320206","Census Tract 3202.06; Marion County; Indiana","2398","443","1538","421","1538","421","1528","426","10","22","0","13","860","170",
"1400000US18097320301","Census Tract 3203.01; Marion County; Indiana","3032","336","1886","220","1886","220","1838","224","48","34","0","13","1146","219",
"1400000US18097320303","Census Tract 3203.03; Marion County; Indiana","2733","279","2565","278","2565","278","2484","272","81","67","0","13","168","83",
