"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In labor force","Margin of Error!!Total!!In labor force","Estimate!!Total!!In labor force!!Civilian labor force","Margin of Error!!Total!!In labor force!!Civilian labor force","Estimate!!Total!!In labor force!!Civilian labor force!!Employed","Margin of Error!!Total!!In labor force!!Civilian labor force!!Employed","Estimate!!Total!!In labor force!!Civilian labor force!!Unemployed","Margin of Error!!Total!!In labor force!!Civilian labor force!!Unemployed","Estimate!!Total!!In labor force!!Armed Forces","Margin of Error!!Total!!In labor force!!Armed Forces","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","6233","468","4092","290","4092","290","3938","299","154","93","0","16","2141","411",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","2814","273","1897","222","1897","222","1865","230","32","38","0","11","917","176",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","2962","273","2195","264","2195","264","2093","246","102","62","0","11","767","146",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","3195","322","2271","306","2271","306","2155","258","116","97","0","11","924","212",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","2922","218","1895","190","1895","190","1843","193","52","39","0","11","1027","177",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","2340","190","1874","190","1874","190","1792","190","82","51","0","11","466","111",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","3121","321","2252","323","2252","323","2148","333","104","72","0","11","869","225",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","2831","314","2078","266","2078","266","2018","257","60","41","0","11","753","177",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","4470","451","3207","445","3207","445","2895","403","312","186","0","16","1263","293",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","4205","322","3090","282","3090","282","2838","286","252","117","0","16","1115","205",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","4948","473","3811","474","3811","474","3269","459","542","291","0","16","1137","303",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","4360","615","3078","492","3078","492","2797","513","281","165","0","16","1282","324",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","2666","372","1738","304","1738","304","1714","297","24","23","0","11","928","237",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","2956","355","2370","380","2370","380","2226","339","144","111","0","11","586","141",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","3865","320","2856","266","2856","266","2670","284","186","84","0","11","1009","213",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","4487","317","3219","306","3219","306","3016","282","203","88","0","16","1268","237",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","4654","420","3418","457","3418","457","3074","452","344","201","0","16","1236","268",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","3322","383","2331","407","2314","408","2236","398","78","66","17","27","991","230",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1755","202","1024","187","1024","187","958","176","66","52","0","11","731","126",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1613","133","1141","117","1141","117","1112","117","29","25","0","11","472","70",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","3994","472","3000","448","3000","448","2868","452","132","103","0","16","994","224",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2134","146","1298","145","1298","145","1292","144","6","10","0","11","836","143",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","3902","344","2404","340","2395","336","2307","344","88","59","9","15","1498","258",
"1400000US18097320203","Census Tract 3202.03, Marion County, Indiana","2749","216","1834","223","1834","223","1815","221","19","27","0","11","915","182",
"1400000US18097320204","Census Tract 3202.04, Marion County, Indiana","4775","475","3452","385","3452","385","3286","396","166","99","0","16","1323","241",
"1400000US18097320301","Census Tract 3203.01, Marion County, Indiana","2971","168","1924","174","1924","174","1895","175","29","32","0","11","1047","115",
"1400000US18097320303","Census Tract 3203.03, Marion County, Indiana","3171","337","2837","258","2808","259","2670","271","138","94","29","43","334","162",
"1400000US18097320304","Census Tract 3203.04, Marion County, Indiana","5399","330","3931","319","3931","319","3760","330","171","119","0","16","1468","219",
"1400000US18097320400","Census Tract 3204, Marion County, Indiana","2678","205","1940","242","1940","242","1802","259","138","81","0","11","738","139",
"1400000US18097320500","Census Tract 3205, Marion County, Indiana","2489","236","1597","220","1597","220","1508","204","89","49","0","11","892","189",
"1400000US18097320600","Census Tract 3206, Marion County, Indiana","2001","164","1547","157","1539","160","1453","170","86","53","8","13","454","97",
"1400000US18097320700","Census Tract 3207, Marion County, Indiana","1778","157","1469","151","1469","151","1453","153","16","20","0","11","309","88",
"1400000US18097320800","Census Tract 3208, Marion County, Indiana","2388","148","1498","145","1498","145","1442","140","56","28","0","11","890","90",
"1400000US18097320901","Census Tract 3209.01, Marion County, Indiana","5139","416","3400","344","3385","347","3296","338","89","66","15","23","1739","307",
"1400000US18097320902","Census Tract 3209.02, Marion County, Indiana","2920","339","2120","248","2120","248","2086","258","34","28","0","11","800","185",
"1400000US18097320903","Census Tract 3209.03, Marion County, Indiana","3480","465","2640","491","2640","491","2431","439","209","139","0","16","840","202",
"1400000US18097321001","Census Tract 3210.01, Marion County, Indiana","2265","191","1602","142","1602","142","1452","181","150","130","0","11","663","144",
"1400000US18097321002","Census Tract 3210.02, Marion County, Indiana","3551","443","2435","282","2435","282","2342","280","93","66","0","11","1116","267",
"1400000US18097321100","Census Tract 3211, Marion County, Indiana","2800","221","1728","196","1728","196","1642","195","86","54","0","11","1072","132",
"1400000US18097321200","Census Tract 3212, Marion County, Indiana","3939","310","3200","331","3200","331","3107","316","93","76","0","16","739","163",
"1400000US18097321300","Census Tract 3213, Marion County, Indiana","2336","225","2110","237","2110","237","2026","221","84","59","0","11","226","76",
"1400000US18097321400","Census Tract 3214, Marion County, Indiana","4840","473","3602","361","3602","361","3514","364","88","69","0","16","1238","331",
"1400000US18097321600","Census Tract 3216, Marion County, Indiana","4581","477","3129","384","3129","384","2979","370","150","97","0","16","1452","379",
"1400000US18097321700","Census Tract 3217, Marion County, Indiana","3483","272","2680","282","2680","282","2680","282","0","11","0","11","803","188",
"1400000US18097321800","Census Tract 3218, Marion County, Indiana","2938","158","2402","142","2395","144","2360","146","35","31","7","12","536","119",
"1400000US18097321900","Census Tract 3219, Marion County, Indiana","5374","465","3334","378","3334","378","3043","323","291","172","0","16","2040","222",
"1400000US18097322000","Census Tract 3220, Marion County, Indiana","2647","263","1794","247","1794","247","1683","232","111","82","0","11","853","175",
"1400000US18097322100","Census Tract 3221, Marion County, Indiana","1993","330","1540","295","1540","295","1511","291","29","28","0","11","453","172",
"1400000US18097322200","Census Tract 3222, Marion County, Indiana","1680","115","1210","104","1210","104","1135","112","75","55","0","11","470","80",
"1400000US18097322300","Census Tract 3223, Marion County, Indiana","2142","140","1758","134","1758","134","1724","130","34","27","0","11","384","95",
"1400000US18097322400","Census Tract 3224, Marion County, Indiana","2643","269","2114","253","2114","253","1946","235","168","85","0","11","529","109",
"1400000US18097322500","Census Tract 3225, Marion County, Indiana","1245","149","840","130","840","130","742","116","98","56","0","11","405","95",
"1400000US18097322600","Census Tract 3226, Marion County, Indiana","2987","286","1791","253","1791","253","1491","225","300","124","0","11","1196","254",
"1400000US18097322700","Census Tract 3227, Marion County, Indiana","1840","232","1207","203","1207","203","901","163","306","110","0","11","633","141",
"1400000US18097330103","Census Tract 3301.03, Marion County, Indiana","4230","312","3288","290","3288","290","3263","279","25","37","0","11","942","206",
"1400000US18097330105","Census Tract 3301.05, Marion County, Indiana","4392","364","3052","305","3052","305","3015","309","37","46","0","16","1340","267",
"1400000US18097330106","Census Tract 3301.06, Marion County, Indiana","3617","292","2895","329","2895","329","2774","332","121","78","0","11","722","225",
"1400000US18097330107","Census Tract 3301.07, Marion County, Indiana","5150","332","3392","333","3392","333","3148","309","244","120","0","16","1758","262",
"1400000US18097330108","Census Tract 3301.08, Marion County, Indiana","3206","194","2119","175","2111","176","2036","176","75","38","8","12","1087","173",
"1400000US18097330109","Census Tract 3301.09, Marion County, Indiana","4364","280","3072","304","3072","304","3046","302","26","32","0","16","1292","247",
"1400000US18097330202","Census Tract 3302.02, Marion County, Indiana","8129","676","5537","519","5537","519","4945","541","592","286","0","18","2592","507",
"1400000US18097330203","Census Tract 3302.03, Marion County, Indiana","4723","264","3134","296","3100","299","2989","297","111","92","34","55","1589","284",
"1400000US18097330204","Census Tract 3302.04, Marion County, Indiana","5005","341","3826","449","3826","449","3490","430","336","161","0","16","1179","274",
"1400000US18097330206","Census Tract 3302.06, Marion County, Indiana","3893","231","3032","215","3032","215","2830","225","202","90","0","16","861","140",
"1400000US18097330208","Census Tract 3302.08, Marion County, Indiana","2275","182","1771","163","1771","163","1729","161","42","35","0","11","504","91",
"1400000US18097330209","Census Tract 3302.09, Marion County, Indiana","7185","487","4976","510","4976","510","4636","475","340","156","0","16","2209","394",
"1400000US18097330401","Census Tract 3304.01, Marion County, Indiana","4793","419","3224","451","3224","451","3040","431","184","90","0","16","1569","303",
"1400000US18097330500","Census Tract 3305, Marion County, Indiana","4961","435","2605","434","2605","434","2331","420","274","150","0","16","2356","394",
"1400000US18097330600","Census Tract 3306, Marion County, Indiana","4278","471","3026","391","3026","391","2827","378","199","113","0","16","1252","309",
"1400000US18097330700","Census Tract 3307, Marion County, Indiana","4563","373","3239","394","3239","394","3101","404","138","100","0","16","1324","233",
"1400000US18097330803","Census Tract 3308.03, Marion County, Indiana","2473","367","1634","256","1634","256","1422","252","212","105","0","11","839","223",
"1400000US18097330804","Census Tract 3308.04, Marion County, Indiana","1848","240","1293","188","1293","188","1044","204","249","130","0","11","555","214",
"1400000US18097330805","Census Tract 3308.05, Marion County, Indiana","1932","239","1327","198","1327","198","1156","197","171","113","0","11","605","161",
"1400000US18097330806","Census Tract 3308.06, Marion County, Indiana","2781","300","1697","277","1697","277","1314","231","383","172","0","11","1084","212",
"1400000US18097330900","Census Tract 3309, Marion County, Indiana","4260","501","2936","430","2936","430","2097","338","839","461","0","16","1324","286",
"1400000US18097331000","Census Tract 3310, Marion County, Indiana","3449","360","1928","281","1921","280","1686","246","235","115","7","10","1521","302",
"1400000US18097340101","Census Tract 3401.01, Marion County, Indiana","2965","214","1960","207","1960","207","1874","187","86","91","0","11","1005","166",
"1400000US18097340102","Census Tract 3401.02, Marion County, Indiana","2901","376","1756","339","1756","339","1656","328","100","65","0","11","1145","233",
"1400000US18097340108","Census Tract 3401.08, Marion County, Indiana","1753","237","1231","189","1231","189","1148","180","83","47","0","11","522","144",
"1400000US18097340109","Census Tract 3401.09, Marion County, Indiana","877","109","670","103","670","103","596","101","74","56","0","11","207","57",
"1400000US18097340110","Census Tract 3401.10, Marion County, Indiana","3924","432","3075","360","3075","360","2887","372","188","144","0","11","849","248",
"1400000US18097340111","Census Tract 3401.11, Marion County, Indiana","3217","282","1862","230","1862","230","1779","227","83","45","0","11","1355","190",
"1400000US18097340112","Census Tract 3401.12, Marion County, Indiana","4108","403","2980","377","2980","377","2901","371","79","60","0","16","1128","240",
"1400000US18097340113","Census Tract 3401.13, Marion County, Indiana","3376","290","2092","235","2092","235","1955","225","137","77","0","11","1284","187",
"1400000US18097340114","Census Tract 3401.14, Marion County, Indiana","3209","160","2289","181","2289","181","2198","181","91","45","0","11","920","174",
"1400000US18097340201","Census Tract 3402.01, Marion County, Indiana","2555","257","1592","222","1592","222","1528","220","64","63","0","11","963","238",
"1400000US18097340202","Census Tract 3402.02, Marion County, Indiana","3317","336","2135","229","2135","229","1902","232","233","112","0","11","1182","264",
"1400000US18097340300","Census Tract 3403, Marion County, Indiana","5859","609","3668","435","3668","435","3255","375","413","223","0","16","2191","428",
"1400000US18097340400","Census Tract 3404, Marion County, Indiana","2699","358","1841","276","1841","276","1588","251","253","102","0","11","858","271",
"1400000US18097340500","Census Tract 3405, Marion County, Indiana","3853","499","2458","318","2458","318","2365","323","93","63","0","16","1395","335",
"1400000US18097340600","Census Tract 3406, Marion County, Indiana","4103","337","2457","235","2457","235","2238","258","219","88","0","16","1646","220",
"1400000US18097340700","Census Tract 3407, Marion County, Indiana","2941","405","1898","340","1872","344","1748","332","124","99","26","39","1043","186",
"1400000US18097340800","Census Tract 3408, Marion County, Indiana","1354","151","831","109","831","109","794","112","37","23","0","11","523","115",
"1400000US18097340901","Census Tract 3409.01, Marion County, Indiana","2812","231","2102","262","2102","262","2013","259","89","67","0","11","710","203",
"1400000US18097340902","Census Tract 3409.02, Marion County, Indiana","5106","553","3428","440","3428","440","3134","392","294","214","0","16","1678","453",
"1400000US18097341000","Census Tract 3410, Marion County, Indiana","1464","140","1137","122","1137","122","1113","126","24","21","0","11","327","79",
"1400000US18097341100","Census Tract 3411, Marion County, Indiana","1586","195","826","176","826","176","785","184","41","37","0","11","760","179",
"1400000US18097341200","Census Tract 3412, Marion County, Indiana","1671","215","1079","218","1079","218","1013","221","66","40","0","11","592","105",
"1400000US18097341600","Census Tract 3416, Marion County, Indiana","1450","186","935","188","935","188","786","164","149","74","0","11","515","127",
"1400000US18097341700","Census Tract 3417, Marion County, Indiana","3414","336","2067","283","2067","283","1944","303","123","93","0","11","1347","184",
"1400000US18097341902","Census Tract 3419.02, Marion County, Indiana","2899","250","1849","255","1849","255","1776","247","73","44","0","11","1050","152",
"1400000US18097341903","Census Tract 3419.03, Marion County, Indiana","4068","582","3046","459","3046","459","2809","478","237","200","0","16","1022","308",
"1400000US18097341904","Census Tract 3419.04, Marion County, Indiana","1680","152","1285","126","1278","124","1166","118","112","56","7","11","395","112",
"1400000US18097342000","Census Tract 3420, Marion County, Indiana","5069","468","3575","418","3575","418","3335","400","240","133","0","16","1494","357",
"1400000US18097342101","Census Tract 3421.01, Marion County, Indiana","3986","291","2693","315","2693","315","2271","292","422","248","0","16","1293","258",
"1400000US18097342200","Census Tract 3422, Marion County, Indiana","4077","463","2558","387","2558","387","2418","385","140","87","0","16","1519","244",
"1400000US18097342300","Census Tract 3423, Marion County, Indiana","4949","482","2845","343","2845","343","2660","342","185","111","0","16","2104","314",
"1400000US18097342400","Census Tract 3424, Marion County, Indiana","1149","176","735","113","735","113","716","115","19","18","0","11","414","123",
"1400000US18097342500","Census Tract 3425, Marion County, Indiana","3413","293","1950","289","1950","289","1864","280","86","65","0","11","1463","186",
"1400000US18097342600","Census Tract 3426, Marion County, Indiana","2298","236","1382","222","1382","222","1311","202","71","58","0","11","916","139",
"1400000US18097350100","Census Tract 3501, Marion County, Indiana","1107","168","662","116","662","116","587","103","75","48","0","11","445","129",
"1400000US18097350300","Census Tract 3503, Marion County, Indiana","2132","310","1316","243","1316","243","1144","216","172","110","0","11","816","214",
"1400000US18097350400","Census Tract 3504, Marion County, Indiana","2470","276","1587","203","1587","203","1368","195","219","115","0","11","883","181",
"1400000US18097350500","Census Tract 3505, Marion County, Indiana","1902","274","953","178","953","178","801","171","152","72","0","11","949","191",
"1400000US18097350600","Census Tract 3506, Marion County, Indiana","3910","501","1918","368","1918","368","1685","324","233","139","0","11","1992","366",
"1400000US18097350700","Census Tract 3507, Marion County, Indiana","1117","184","645","122","645","122","530","109","115","53","0","11","472","120",
"1400000US18097350800","Census Tract 3508, Marion County, Indiana","1248","144","761","136","761","136","659","131","102","51","0","11","487","124",
"1400000US18097350900","Census Tract 3509, Marion County, Indiana","1090","227","759","204","759","204","665","182","94","62","0","11","331","82",
"1400000US18097351000","Census Tract 3510, Marion County, Indiana","1915","247","1128","232","1128","232","977","205","151","105","0","11","787","178",
"1400000US18097351200","Census Tract 3512, Marion County, Indiana","1769","249","914","159","899","161","725","132","174","77","15","13","855","169",
"1400000US18097351500","Census Tract 3515, Marion County, Indiana","1626","250","1181","225","1181","225","1004","205","177","107","0","11","445","126",
"1400000US18097351600","Census Tract 3516, Marion County, Indiana","2002","190","1570","178","1529","187","1429","183","100","57","41","44","432","99",
"1400000US18097351700","Census Tract 3517, Marion County, Indiana","1780","316","1327","273","1327","273","1213","248","114","78","0","11","453","102",
"1400000US18097351900","Census Tract 3519, Marion County, Indiana","1916","184","1052","162","1052","162","896","157","156","68","0","11","864","122",
"1400000US18097352100","Census Tract 3521, Marion County, Indiana","1589","213","855","143","855","143","775","143","80","35","0","11","734","147",
"1400000US18097352300","Census Tract 3523, Marion County, Indiana","931","125","482","122","482","122","413","117","69","59","0","11","449","88",
"1400000US18097352400","Census Tract 3524, Marion County, Indiana","2534","354","1394","221","1394","221","1252","206","142","76","0","11","1140","338",
"1400000US18097352500","Census Tract 3525, Marion County, Indiana","2377","266","1637","253","1637","253","1529","247","108","61","0","11","740","151",
"1400000US18097352600","Census Tract 3526, Marion County, Indiana","2346","296","1444","247","1444","247","1194","209","250","98","0","11","902","194",
"1400000US18097352700","Census Tract 3527, Marion County, Indiana","1995","297","1277","260","1277","260","1151","233","126","86","0","11","718","177",
"1400000US18097352800","Census Tract 3528, Marion County, Indiana","853","176","420","131","420","131","342","99","78","70","0","11","433","89",
"1400000US18097353300","Census Tract 3533, Marion County, Indiana","2337","229","1817","210","1817","210","1687","204","130","86","0","11","520","145",
"1400000US18097353500","Census Tract 3535, Marion County, Indiana","2365","311","1220","317","1220","317","1150","313","70","63","0","11","1145","262",
"1400000US18097353600","Census Tract 3536, Marion County, Indiana","2697","395","1538","217","1538","217","1240","217","298","142","0","11","1159","313",
"1400000US18097354200","Census Tract 3542, Marion County, Indiana","7146","576","4220","474","4220","474","4054","469","166","139","0","16","2926","518",
"1400000US18097354400","Census Tract 3544, Marion County, Indiana","1258","112","955","128","955","128","949","128","6","9","0","11","303","95",
"1400000US18097354500","Census Tract 3545, Marion County, Indiana","1794","193","1283","162","1283","162","1091","134","192","75","0","11","511","110",
