"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In labor force:","Margin of Error!!Total:!!In labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:","Margin of Error!!Total:!!In labor force:!!Civilian labor force:","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Employed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Employed","Estimate!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Margin of Error!!Total:!!In labor force:!!Civilian labor force:!!Unemployed","Estimate!!Total:!!In labor force:!!Armed Forces","Margin of Error!!Total:!!In labor force:!!Armed Forces","Estimate!!Total:!!Not in labor force","Margin of Error!!Total:!!Not in labor force",
"1400000US18097310104","Census Tract 3101.04; Marion County; Indiana","2935","365","2151","288","2151","288","2086","294","65","75","0","13","784","265",
"1400000US18097310105","Census Tract 3101.05; Marion County; Indiana","3286","638","2632","648","2632","648","2548","640","84","80","0","13","654","136",
"1400000US18097310106","Census Tract 3101.06; Marion County; Indiana","3801","538","2728","498","2728","498","2728","498","0","13","0","13","1073","282",
"1400000US18097310108","Census Tract 3101.08; Marion County; Indiana","3147","524","2012","278","2007","277","1935","260","72","78","5","7","1135","444",
"1400000US18097310110","Census Tract 3101.10; Marion County; Indiana","2001","229","1470","222","1470","222","1418","209","52","51","0","13","531","199",
"1400000US18097310111","Census Tract 3101.11; Marion County; Indiana","2827","304","2078","329","2078","329","1820","320","258","174","0","13","749","174",
"1400000US18097310112","Census Tract 3101.12; Marion County; Indiana","4966","666","3353","505","3353","505","3206","503","147","117","0","18","1613","371",
"1400000US18097310113","Census Tract 3101.13; Marion County; Indiana","851","131","554","85","554","85","537","83","17","22","0","13","297","126",
"1400000US18097310201","Census Tract 3102.01; Marion County; Indiana","3631","470","2597","343","2597","343","2542","332","55","65","0","13","1034","269",
"1400000US18097310203","Census Tract 3102.03; Marion County; Indiana","3943","568","2023","317","2023","317","1878","327","145","110","0","18","1920","438",
"1400000US18097310204","Census Tract 3102.04; Marion County; Indiana","4384","820","3468","805","3438","801","3122","737","316","145","30","43","916","224",
"1400000US18097310305","Census Tract 3103.05; Marion County; Indiana","5044","783","3886","523","3886","523","3581","496","305","209","0","18","1158","456",
"1400000US18097310306","Census Tract 3103.06; Marion County; Indiana","5712","823","3839","845","3839","845","3449","759","390","257","0","18","1873","617",
"1400000US18097310308","Census Tract 3103.08; Marion County; Indiana","2713","372","1958","333","1958","333","1829","312","129","117","0","13","755","339",
"1400000US18097310309","Census Tract 3103.09; Marion County; Indiana","2523","394","1783","332","1783","332","1685","294","98","110","0","13","740","298",
"1400000US18097310310","Census Tract 3103.10; Marion County; Indiana","4232","747","2755","495","2755","495","2621","472","134","105","0","18","1477","672",
"1400000US18097310311","Census Tract 3103.11; Marion County; Indiana","4755","717","2946","538","2929","536","2731","449","198","166","17","25","1809","444",
"1400000US18097310312","Census Tract 3103.12; Marion County; Indiana","4617","393","3347","468","3347","468","3200","505","147","133","0","18","1270","358",
"1400000US18097320105","Census Tract 3201.05; Marion County; Indiana","3610","479","2515","388","2515","388","2428","371","87","66","0","13","1095","227",
"1400000US18097320106","Census Tract 3201.06; Marion County; Indiana","2503","784","1727","764","1727","764","1367","346","360","485","0","13","776","124",
"1400000US18097320107","Census Tract 3201.07; Marion County; Indiana","1634","298","1183","251","1183","251","1171","249","12","13","0","13","451","105",
"1400000US18097320108","Census Tract 3201.08; Marion County; Indiana","3701","425","2651","458","2651","458","2581","466","70","75","0","13","1050","300",
"1400000US18097320109","Census Tract 3201.09; Marion County; Indiana","2325","371","1429","350","1422","349","1406","347","16","18","7","12","896","132",
"1400000US18097320202","Census Tract 3202.02; Marion County; Indiana","4530","621","3079","555","3079","555","2969","552","110","83","0","18","1451","274",
"1400000US18097320203","Census Tract 3202.03; Marion County; Indiana","2410","302","1801","235","1801","235","1747","238","54","49","0","13","609","162",
"1400000US18097320205","Census Tract 3202.05; Marion County; Indiana","1741","223","1541","222","1541","222","1371","234","170","119","0","13","200","98",
"1400000US18097320206","Census Tract 3202.06; Marion County; Indiana","2177","439","1428","486","1428","486","1421","487","7","19","0","13","749","272",
"1400000US18097320301","Census Tract 3203.01; Marion County; Indiana","3114","327","1929","226","1929","226","1860","212","69","61","0","13","1185","227",
"1400000US18097320303","Census Tract 3203.03; Marion County; Indiana","3019","352","2918","360","2918","360","2849","350","69","54","0","13","101","84",
"1400000US18097320305","Census Tract 3203.05; Marion County; Indiana","2156","297","1488","157","1488","157","1453","144","35","28","0","13","668","252",
"1400000US18097320306","Census Tract 3203.06; Marion County; Indiana","3627","345","2470","338","2470","338","2415","331","55","72","0","13","1157","250",
"1400000US18097320400","Census Tract 3204; Marion County; Indiana","2409","393","1830","350","1830","350","1774","341","56","49","0","13","579","209",
"1400000US18097320500","Census Tract 3205; Marion County; Indiana","2338","298","1754","298","1754","298","1712","295","42","52","0","13","584","136",
"1400000US18097320600","Census Tract 3206; Marion County; Indiana","2014","307","1691","296","1691","296","1644","301","47","57","0","13","323","81",
"1400000US18097320700","Census Tract 3207; Marion County; Indiana","1889","243","1546","203","1546","203","1522","202","24","32","0","13","343","122",
"1400000US18097320800","Census Tract 3208; Marion County; Indiana","2353","190","1226","112","1226","112","1198","109","28","17","0","13","1127","189",
"1400000US18097320901","Census Tract 3209.01; Marion County; Indiana","4787","709","3300","714","3300","714","3252","726","48","57","0","18","1487","286",
"1400000US18097320902","Census Tract 3209.02; Marion County; Indiana","3017","397","2454","381","2454","381","2355","380","99","85","0","13","563","158",
"1400000US18097320903","Census Tract 3209.03; Marion County; Indiana","3858","609","2941","491","2941","491","2852","481","89","71","0","18","917","320",
"1400000US18097321001","Census Tract 3210.01; Marion County; Indiana","2194","402","1504","406","1504","406","1481","407","23","25","0","13","690","151",
"1400000US18097321002","Census Tract 3210.02; Marion County; Indiana","4069","1079","2356","516","2356","516","2349","520","7","11","0","13","1713","627",
"1400000US18097321100","Census Tract 3211; Marion County; Indiana","3222","519","2233","349","2233","349","2167","347","66","39","0","13","989","263",
"1400000US18097321200","Census Tract 3212; Marion County; Indiana","3618","468","2884","468","2884","468","2742","474","142","103","0","13","734","156",
"1400000US18097321300","Census Tract 3213; Marion County; Indiana","2221","276","1959","278","1959","278","1959","278","0","13","0","13","262","97",
"1400000US18097321400","Census Tract 3214; Marion County; Indiana","4469","536","3530","482","3530","482","3380","507","150","155","0","18","939","337",
"1400000US18097321600","Census Tract 3216; Marion County; Indiana","4132","779","2326","399","2326","399","2282","399","44","53","0","18","1806","541",
"1400000US18097321700","Census Tract 3217; Marion County; Indiana","3466","465","2630","451","2630","451","2539","436","91","87","0","13","836","198",
"1400000US18097321800","Census Tract 3218; Marion County; Indiana","2583","276","1991","207","1991","207","1942","208","49","39","0","13","592","140",
"1400000US18097321900","Census Tract 3219; Marion County; Indiana","4568","385","2841","423","2841","423","2749","417","92","61","0","18","1727","256",
"1400000US18097322000","Census Tract 3220; Marion County; Indiana","2930","514","2319","492","2319","492","2036","478","283","150","0","13","611","161",
"1400000US18097322100","Census Tract 3221; Marion County; Indiana","2015","336","1427","175","1427","175","1410","170","17","26","0","13","588","229",
"1400000US18097322200","Census Tract 3222; Marion County; Indiana","1686","183","1322","159","1322","159","1295","160","27","21","0","13","364","113",
"1400000US18097322300","Census Tract 3223; Marion County; Indiana","1992","426","1704","405","1704","405","1694","406","10","12","0","13","288","114",
"1400000US18097322400","Census Tract 3224; Marion County; Indiana","2432","301","2035","298","2035","298","1986","301","49","31","0","13","397","126",
"1400000US18097322500","Census Tract 3225; Marion County; Indiana","1249","200","857","165","857","165","825","165","32","30","0","13","392","92",
"1400000US18097322601","Census Tract 3226.01; Marion County; Indiana","1399","260","774","223","774","223","609","200","165","98","0","13","625","250",
"1400000US18097322602","Census Tract 3226.02; Marion County; Indiana","1505","372","1065","347","1065","347","1062","348","3","12","0","13","440","259",
"1400000US18097322700","Census Tract 3227; Marion County; Indiana","1646","319","923","173","923","173","916","172","7","11","0","13","723","285",
"1400000US18097330103","Census Tract 3301.03; Marion County; Indiana","3264","535","2352","571","2352","571","2323","575","29","42","0","13","912","212",
"1400000US18097330105","Census Tract 3301.05; Marion County; Indiana","3892","669","3171","628","3171","628","2982","634","189","133","0","13","721","218",
"1400000US18097330106","Census Tract 3301.06; Marion County; Indiana","3633","719","2547","681","2547","681","2454","644","93","100","0","18","1086","402",
"1400000US18097330107","Census Tract 3301.07; Marion County; Indiana","4203","426","2816","382","2816","382","2776","383","40","45","0","13","1387","256",
"1400000US18097330108","Census Tract 3301.08; Marion County; Indiana","2948","532","2099","518","2099","518","2063","517","36","40","0","13","849","164",
"1400000US18097330109","Census Tract 3301.09; Marion County; Indiana","4051","749","2487","340","2471","340","2391","348","80","45","16","28","1564","511",
"1400000US18097330203","Census Tract 3302.03; Marion County; Indiana","3786","395","2731","344","2731","344","2663","340","68","64","0","13","1055","268",
"1400000US18097330204","Census Tract 3302.04; Marion County; Indiana","4824","710","3461","471","3461","471","3443","475","18","30","0","18","1363","411",
"1400000US18097330206","Census Tract 3302.06; Marion County; Indiana","3584","447","2933","435","2933","435","2884","437","49","51","0","13","651","145",
"1400000US18097330208","Census Tract 3302.08; Marion County; Indiana","2203","308","1678","326","1678","326","1657","326","21","30","0","13","525","100",
"1400000US18097330210","Census Tract 3302.10; Marion County; Indiana","5050","886","3712","749","3712","749","3502","618","210","243","0","18","1338","414",
"1400000US18097330211","Census Tract 3302.11; Marion County; Indiana","3692","623","2661","653","2661","653","2485","641","176","151","0","18","1031","319",
"1400000US18097330212","Census Tract 3302.12; Marion County; Indiana","3837","630","2841","609","2841","609","2775","607","66","54","0","18","996","245",
"1400000US18097330213","Census Tract 3302.13; Marion County; Indiana","3230","925","2330","912","2330","912","2085","630","245","302","0","13","900","158",
"1400000US18097330401","Census Tract 3304.01; Marion County; Indiana","4447","641","3238","557","3238","557","3175","561","63","84","0","18","1209","329",
"1400000US18097330500","Census Tract 3305; Marion County; Indiana","4940","868","3058","736","2996","731","2880","715","116","89","62","88","1882","346",
"1400000US18097330600","Census Tract 3306; Marion County; Indiana","4427","798","3336","711","3336","711","3057","740","279","202","0","18","1091","405",
"1400000US18097330701","Census Tract 3307.01; Marion County; Indiana","1940","780","1620","732","1620","732","1537","722","83","78","0","13","320","180",
"1400000US18097330702","Census Tract 3307.02; Marion County; Indiana","2972","417","1978","376","1978","376","1931","373","47","45","0","13","994","332",
"1400000US18097330803","Census Tract 3308.03; Marion County; Indiana","2788","693","1952","579","1952","579","1694","552","258","191","0","13","836","320",
"1400000US18097330804","Census Tract 3308.04; Marion County; Indiana","2636","783","1975","656","1975","656","1768","671","207","156","0","13","661","302",
"1400000US18097330805","Census Tract 3308.05; Marion County; Indiana","1694","282","1245","247","1245","247","1157","236","88","81","0","13","449","158",
"1400000US18097330806","Census Tract 3308.06; Marion County; Indiana","3001","460","2036","404","2036","404","1952","383","84","91","0","13","965","316",
"1400000US18097330900","Census Tract 3309; Marion County; Indiana","4398","755","2860","669","2860","669","2443","687","417","295","0","18","1538","476",
"1400000US18097331000","Census Tract 3310; Marion County; Indiana","3086","408","2075","318","2075","318","1843","305","232","139","0","13","1011","228",
"1400000US18097340101","Census Tract 3401.01; Marion County; Indiana","3819","573","2290","394","2290","394","2225","393","65","46","0","13","1529","365",
"1400000US18097340102","Census Tract 3401.02; Marion County; Indiana","3392","420","1999","354","1951","334","1942","334","9","14","48","61","1393","292",
"1400000US18097340108","Census Tract 3401.08; Marion County; Indiana","2590","441","2118","437","2118","437","2001","450","117","91","0","13","472","141",
"1400000US18097340111","Census Tract 3401.11; Marion County; Indiana","2906","273","1947","206","1884","215","1839","214","45","44","63","54","959","179",
"1400000US18097340112","Census Tract 3401.12; Marion County; Indiana","3592","482","2526","438","2526","438","2441","373","85","129","0","13","1066","213",
"1400000US18097340113","Census Tract 3401.13; Marion County; Indiana","3143","364","1971","392","1950","397","1835","383","115","77","21","32","1172","249",
"1400000US18097340114","Census Tract 3401.14; Marion County; Indiana","3255","359","2211","260","2211","260","2123","253","88","59","0","13","1044","312",
"1400000US18097340115","Census Tract 3401.15; Marion County; Indiana","4571","693","3396","555","3362","539","3139","553","223","162","34","57","1175","385",
"1400000US18097340201","Census Tract 3402.01; Marion County; Indiana","2750","323","1729","304","1700","313","1563","251","137","125","29","34","1021","266",
"1400000US18097340202","Census Tract 3402.02; Marion County; Indiana","3406","389","2461","331","2461","331","2345","316","116","92","0","13","945","301",
"1400000US18097340301","Census Tract 3403.01; Marion County; Indiana","1916","508","1243","352","1243","352","1153","340","90","61","0","13","673","369",
"1400000US18097340302","Census Tract 3403.02; Marion County; Indiana","3958","785","3095","790","3095","790","2932","784","163","122","0","18","863","325",
"1400000US18097340400","Census Tract 3404; Marion County; Indiana","3000","493","1862","355","1862","355","1561","263","301","220","0","13","1138","329",
"1400000US18097340500","Census Tract 3405; Marion County; Indiana","4434","654","2898","486","2898","486","2683","421","215","176","0","18","1536","449",
"1400000US18097340600","Census Tract 3406; Marion County; Indiana","4174","656","2247","564","2247","564","1970","512","277","181","0","18","1927","409",
"1400000US18097340700","Census Tract 3407; Marion County; Indiana","3212","603","1593","341","1593","341","1508","344","85","98","0","13","1619","475",
"1400000US18097340800","Census Tract 3408; Marion County; Indiana","1441","226","1046","200","1046","200","946","215","100","65","0","13","395","101",
"1400000US18097340901","Census Tract 3409.01; Marion County; Indiana","3077","523","2258","365","2258","365","2045","315","213","164","0","13","819","244",
"1400000US18097340903","Census Tract 3409.03; Marion County; Indiana","1640","301","1267","321","1267","321","1250","320","17","19","0","13","373","152",
"1400000US18097340904","Census Tract 3409.04; Marion County; Indiana","3656","466","2461","405","2437","400","2419","403","18","50","24","33","1195","336",
"1400000US18097341000","Census Tract 3410; Marion County; Indiana","1327","184","987","137","949","131","917","119","32","33","38","28","340","82",
"1400000US18097341100","Census Tract 3411; Marion County; Indiana","1603","268","931","208","931","208","899","194","32","40","0","13","672","220",
"1400000US18097341200","Census Tract 3412; Marion County; Indiana","1756","477","1096","404","1096","404","937","347","159","121","0","13","660","157",
"1400000US18097341600","Census Tract 3416; Marion County; Indiana","1538","296","781","192","781","192","598","168","183","89","0","13","757","208",
"1400000US18097341701","Census Tract 3417.01; Marion County; Indiana","1808","305","1021","274","1021","274","1010","276","11","18","0","13","787","207",
"1400000US18097341702","Census Tract 3417.02; Marion County; Indiana","1547","372","1077","383","1077","383","972","349","105","140","0","13","470","110",
"1400000US18097341902","Census Tract 3419.02; Marion County; Indiana","3132","469","1820","328","1820","328","1764","327","56","61","0","13","1312","278",
"1400000US18097341903","Census Tract 3419.03; Marion County; Indiana","3934","865","2877","642","2877","642","2777","626","100","120","0","18","1057","383",
"1400000US18097341904","Census Tract 3419.04; Marion County; Indiana","1828","287","1425","213","1405","219","1376","218","29","30","20","23","403","225",
"1400000US18097342000","Census Tract 3420; Marion County; Indiana","4681","587","3112","473","3112","473","3046","470","66","67","0","18","1569","328",
"1400000US18097342101","Census Tract 3421.01; Marion County; Indiana","4241","512","2975","473","2975","473","2899","471","76","60","0","18","1266","269",
