"GEO_ID","NAME","B23025_001E","B23025_001M","B23025_002E","B23025_002M","B23025_003E","B23025_003M","B23025_004E","B23025_004M","B23025_005E","B23025_005M","B23025_006E","B23025_006M","B23025_007E","B23025_007M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!In labor force","Margin of Error!!Total!!In labor force","Estimate!!Total!!In labor force!!Civilian labor force","Margin of Error!!Total!!In labor force!!Civilian labor force","Estimate!!Total!!In labor force!!Civilian labor force!!Employed","Margin of Error!!Total!!In labor force!!Civilian labor force!!Employed","Estimate!!Total!!In labor force!!Civilian labor force!!Unemployed","Margin of Error!!Total!!In labor force!!Civilian labor force!!Unemployed","Estimate!!Total!!In labor force!!Armed Forces","Margin of Error!!Total!!In labor force!!Armed Forces","Estimate!!Total!!Not in labor force","Margin of Error!!Total!!Not in labor force",
"1400000US18097310103","Census Tract 3101.03, Marion County, Indiana","5548","359","3832","295","3832","295","3667","280","165","92","0","16","1716","329",
"1400000US18097310104","Census Tract 3101.04, Marion County, Indiana","3017","252","2048","245","2048","245","1861","249","187","109","0","11","969","169",
"1400000US18097310105","Census Tract 3101.05, Marion County, Indiana","2945","229","2182","188","2173","188","2082","191","91","65","9","14","763","117",
"1400000US18097310106","Census Tract 3101.06, Marion County, Indiana","3310","353","2456","329","2456","329","2222","262","234","143","0","11","854","162",
"1400000US18097310108","Census Tract 3101.08, Marion County, Indiana","2909","252","1896","223","1896","223","1854","224","42","30","0","11","1013","163",
"1400000US18097310110","Census Tract 3101.10, Marion County, Indiana","2286","216","1906","170","1906","170","1773","158","133","83","0","11","380","116",
"1400000US18097310111","Census Tract 3101.11, Marion County, Indiana","3116","277","2142","309","2142","309","2000","291","142","95","0","11","974","324",
"1400000US18097310201","Census Tract 3102.01, Marion County, Indiana","2843","295","2170","298","2170","298","2084","291","86","50","0","11","673","174",
"1400000US18097310203","Census Tract 3102.03, Marion County, Indiana","4154","442","2748","486","2748","486","2445","395","303","212","0","16","1406","343",
"1400000US18097310204","Census Tract 3102.04, Marion County, Indiana","4157","311","2999","285","2999","285","2741","285","258","112","0","16","1158","203",
"1400000US18097310305","Census Tract 3103.05, Marion County, Indiana","4982","341","3603","366","3603","366","3003","358","600","289","0","16","1379","251",
"1400000US18097310306","Census Tract 3103.06, Marion County, Indiana","4724","593","3329","509","3329","509","2924","486","405","196","0","16","1395","260",
"1400000US18097310308","Census Tract 3103.08, Marion County, Indiana","2699","313","1699","227","1699","227","1610","216","89","63","0","11","1000","211",
"1400000US18097310309","Census Tract 3103.09, Marion County, Indiana","2913","318","2209","325","2209","325","2055","293","154","102","0","11","704","199",
"1400000US18097310310","Census Tract 3103.10, Marion County, Indiana","3620","268","2748","248","2748","248","2477","249","271","101","0","11","872","186",
"1400000US18097310311","Census Tract 3103.11, Marion County, Indiana","4212","295","3196","298","3196","298","2946","276","250","95","0","16","1016","169",
"1400000US18097310312","Census Tract 3103.12, Marion County, Indiana","4451","385","3692","393","3692","393","3348","370","344","212","0","16","759","184",
"1400000US18097320105","Census Tract 3201.05, Marion County, Indiana","3741","399","2803","378","2792","376","2654","397","138","98","11","17","938","205",
"1400000US18097320106","Census Tract 3201.06, Marion County, Indiana","1874","187","1068","183","1068","183","1013","181","55","48","0","11","806","119",
"1400000US18097320107","Census Tract 3201.07, Marion County, Indiana","1537","114","1070","111","1070","111","1043","114","27","24","0","11","467","78",
"1400000US18097320108","Census Tract 3201.08, Marion County, Indiana","3626","411","2747","433","2747","433","2563","403","184","123","0","11","879","224",
"1400000US18097320109","Census Tract 3201.09, Marion County, Indiana","2255","146","1432","125","1432","125","1371","128","61","44","0","11","823","130",
"1400000US18097320202","Census Tract 3202.02, Marion County, Indiana","3388","235","2138","210","2138","210","2034","221","104","73","0","11","1250","172",
